transaction_id,transaction_date,store_location,transaction_qty,unit_price,Total_Bill,product_category,product_type,Size,Month Name,Day Name,Hour,Month,Day of Week,Day_time,Day_Type
32216,2023-02-26 10:41:52,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Sunday,10,2,6,Morning,Weekday
32445,2023-02-26 16:35:48,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Sunday,16,2,6,Evening,Weekday
32466,2023-02-26 17:11:27,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Sunday,17,2,6,Evening,Weekday
32660,2023-02-27 08:30:36,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Monday,8,2,0,Morning,Weekday
32773,2023-02-27 09:36:44,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Monday,9,2,0,Morning,Weekday
32841,2023-02-27 10:20:48,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Monday,10,2,0,Morning,Weekday
33014,2023-02-27 14:20:02,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Monday,14,2,0,Afternoon,Weekday
33285,2023-02-28 08:48:36,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Tuesday,8,2,1,Morning,Weekday
33441,2023-02-28 12:51:53,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Tuesday,12,2,1,Afternoon,Weekday
33678,2023-02-28 18:23:20,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Tuesday,18,2,1,Evening,Weekday
33729,2023-02-28 19:56:02,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,February,Tuesday,19,2,1,Evening,Weekday
218,2023-01-01 13:02:40,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,13,1,6,Afternoon,Weekday
528,2023-01-01 19:21:35,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,19,1,6,Evening,Weekday
767,2023-01-02 13:04:02,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,13,1,0,Afternoon,Weekday
1440,2023-01-03 15:06:37,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,15,1,1,Afternoon,Weekday
1659,2023-01-03 19:05:02,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,19,1,1,Evening,Weekday
1950,2023-01-04 14:32:08,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,14,1,2,Afternoon,Weekday
2198,2023-01-05 07:11:08,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,7,1,3,Morning,Weekday
2209,2023-01-05 08:01:10,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,8,1,3,Morning,Weekday
2289,2023-01-05 10:36:55,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,10,1,3,Morning,Weekday
2320,2023-01-05 11:20:55,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,11,1,3,Morning,Weekday
2323,2023-01-05 11:22:59,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,11,1,3,Morning,Weekday
2497,2023-01-05 14:37:08,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,14,1,3,Afternoon,Weekday
2540,2023-01-05 15:30:31,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,15,1,3,Afternoon,Weekday
2751,2023-01-06 07:19:47,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,7,1,4,Morning,Weekend
2831,2023-01-06 09:51:31,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,9,1,4,Morning,Weekend
2866,2023-01-06 11:14:31,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,11,1,4,Morning,Weekend
2910,2023-01-06 12:15:49,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,12,1,4,Afternoon,Weekend
3696,2023-01-07 13:45:05,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,13,1,5,Afternoon,Weekend
3886,2023-01-08 07:53:43,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,7,1,6,Morning,Weekday
3891,2023-01-08 08:00:04,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,8,1,6,Morning,Weekday
3936,2023-01-08 08:38:43,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,8,1,6,Morning,Weekday
3976,2023-01-08 09:14:15,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,9,1,6,Morning,Weekday
4078,2023-01-08 10:37:59,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,10,1,6,Morning,Weekday
4159,2023-01-08 11:47:05,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,11,1,6,Morning,Weekday
4233,2023-01-08 14:11:34,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,14,1,6,Afternoon,Weekday
4331,2023-01-08 17:53:10,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,17,1,6,Evening,Weekday
4352,2023-01-08 18:39:35,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,18,1,6,Evening,Weekday
4395,2023-01-08 20:02:55,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,20,1,6,Evening,Weekday
5037,2023-01-10 07:28:17,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,7,1,1,Morning,Weekday
5522,2023-01-10 17:48:01,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,17,1,1,Evening,Weekday
5535,2023-01-10 18:15:48,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,18,1,1,Evening,Weekday
5547,2023-01-10 18:51:50,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,18,1,1,Evening,Weekday
5719,2023-01-11 08:35:59,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,8,1,2,Morning,Weekday
5995,2023-01-11 15:14:52,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,15,1,2,Afternoon,Weekday
6022,2023-01-11 16:08:29,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,16,1,2,Evening,Weekday
6128,2023-01-12 06:34:44,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,6,1,3,Morning,Weekday
6294,2023-01-12 09:08:59,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,9,1,3,Morning,Weekday
6553,2023-01-12 16:03:06,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,16,1,3,Evening,Weekday
6773,2023-01-13 08:31:47,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,8,1,4,Morning,Weekend
7317,2023-01-14 08:06:49,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,8,1,5,Morning,Weekend
7443,2023-01-14 09:03:59,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,9,1,5,Morning,Weekend
7533,2023-01-14 09:45:48,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,9,1,5,Morning,Weekend
7581,2023-01-14 10:14:46,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,10,1,5,Morning,Weekend
7757,2023-01-14 16:16:58,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,16,1,5,Evening,Weekend
7846,2023-01-14 20:04:19,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,20,1,5,Evening,Weekend
7897,2023-01-15 07:09:14,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,7,1,6,Morning,Weekday
8017,2023-01-15 08:41:10,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,8,1,6,Morning,Weekday
8048,2023-01-15 09:02:48,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,9,1,6,Morning,Weekday
8152,2023-01-15 10:03:35,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,10,1,6,Morning,Weekday
8291,2023-01-15 12:05:35,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,12,1,6,Afternoon,Weekday
8329,2023-01-15 13:29:07,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,13,1,6,Afternoon,Weekday
8593,2023-01-16 07:31:48,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,7,1,0,Morning,Weekday
8764,2023-01-16 09:23:47,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,9,1,0,Morning,Weekday
8775,2023-01-16 09:33:12,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,9,1,0,Morning,Weekday
8980,2023-01-16 13:38:33,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,13,1,0,Afternoon,Weekday
9368,2023-01-17 09:38:40,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,9,1,1,Morning,Weekday
9481,2023-01-17 10:43:05,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,10,1,1,Morning,Weekday
9509,2023-01-17 11:18:48,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,11,1,1,Morning,Weekday
9699,2023-01-18 06:43:30,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,6,1,2,Morning,Weekday
9928,2023-01-18 09:47:45,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,9,1,2,Morning,Weekday
10176,2023-01-18 15:50:47,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,15,1,2,Afternoon,Weekday
10278,2023-01-19 06:37:02,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,6,1,3,Morning,Weekday
10632,2023-01-19 10:49:20,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,10,1,3,Morning,Weekday
10667,2023-01-19 11:24:08,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,11,1,3,Morning,Weekday
10798,2023-01-19 16:23:25,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,16,1,3,Evening,Weekday
10982,2023-01-20 08:30:55,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,8,1,4,Morning,Weekend
11191,2023-01-20 10:37:24,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,10,1,4,Morning,Weekend
11338,2023-01-20 16:05:14,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,16,1,4,Evening,Weekend
11706,2023-01-21 09:46:39,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,9,1,5,Morning,Weekend
12183,2023-01-22 09:01:10,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,9,1,6,Morning,Weekday
12349,2023-01-22 12:44:01,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,12,1,6,Afternoon,Weekday
12937,2023-01-23 14:17:25,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,14,1,0,Afternoon,Weekday
13233,2023-01-24 08:05:20,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,8,1,1,Morning,Weekday
13318,2023-01-24 09:31:48,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,9,1,1,Morning,Weekday
13360,2023-01-24 10:10:29,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,10,1,1,Morning,Weekday
13459,2023-01-24 11:48:30,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,11,1,1,Morning,Weekday
13461,2023-01-24 11:49:53,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,11,1,1,Morning,Weekday
13663,2023-01-24 17:24:06,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,17,1,1,Evening,Weekday
14320,2023-01-26 06:37:59,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,6,1,3,Morning,Weekday
14449,2023-01-26 08:39:36,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,8,1,3,Morning,Weekday
14514,2023-01-26 09:33:05,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,9,1,3,Morning,Weekday
14652,2023-01-26 12:33:37,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,12,1,3,Afternoon,Weekday
14784,2023-01-26 16:35:48,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,16,1,3,Evening,Weekday
14969,2023-01-27 08:30:36,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,8,1,4,Morning,Weekend
14985,2023-01-27 08:49:04,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,8,1,4,Morning,Weekend
15053,2023-01-27 09:36:44,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,9,1,4,Morning,Weekend
15128,2023-01-27 10:31:06,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,10,1,4,Morning,Weekend
15351,2023-01-27 16:03:02,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,16,1,4,Evening,Weekend
15522,2023-01-28 08:35:06,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,8,1,5,Morning,Weekend
15535,2023-01-28 08:48:36,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,8,1,5,Morning,Weekend
15875,2023-01-28 17:22:21,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,17,1,5,Evening,Weekend
15888,2023-01-28 18:03:05,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,18,1,5,Evening,Weekend
16132,2023-01-29 12:15:37,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,12,1,6,Afternoon,Weekday
16154,2023-01-29 12:40:46,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,12,1,6,Afternoon,Weekday
16441,2023-01-30 07:28:17,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,7,1,0,Morning,Weekday
16496,2023-01-30 08:31:41,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,8,1,0,Morning,Weekday
16528,2023-01-30 09:01:10,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,9,1,0,Morning,Weekday
16585,2023-01-30 09:59:10,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,9,1,0,Morning,Weekday
16997,2023-01-31 08:32:43,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,8,1,1,Morning,Weekday
17067,2023-01-31 09:42:12,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,9,1,1,Morning,Weekday
17135,2023-01-31 10:49:19,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,10,1,1,Morning,Weekday
17147,2023-01-31 10:58:36,Lower Manhattan,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,10,1,1,Morning,Weekday
207,2023-01-01 12:55:25,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,12,1,6,Afternoon,Weekday
679,2023-01-02 11:35:02,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,11,1,0,Morning,Weekday
717,2023-01-02 12:21:39,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,12,1,0,Afternoon,Weekday
837,2023-01-02 14:19:24,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,14,1,0,Afternoon,Weekday
979,2023-01-02 16:49:41,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,16,1,0,Evening,Weekday
1620,2023-01-03 18:01:37,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,18,1,1,Evening,Weekday
2097,2023-01-04 17:41:06,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,17,1,2,Evening,Weekday
2177,2023-01-04 19:36:05,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,19,1,2,Evening,Weekday
2178,2023-01-04 19:37:52,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,19,1,2,Evening,Weekday
3019,2023-01-06 14:39:23,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,14,1,4,Afternoon,Weekend
3056,2023-01-06 15:21:48,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,15,1,4,Afternoon,Weekend
3059,2023-01-06 15:25:13,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,15,1,4,Afternoon,Weekend
3227,2023-01-06 19:04:04,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,19,1,4,Evening,Weekend
3340,2023-01-07 08:03:02,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,8,1,5,Morning,Weekend
3712,2023-01-07 14:27:49,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,14,1,5,Afternoon,Weekend
3715,2023-01-07 14:42:23,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,14,1,5,Afternoon,Weekend
3941,2023-01-08 08:42:32,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,8,1,6,Morning,Weekday
4260,2023-01-08 15:07:54,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,15,1,6,Afternoon,Weekday
4335,2023-01-08 17:59:49,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,17,1,6,Evening,Weekday
4506,2023-01-09 08:15:12,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,8,1,0,Morning,Weekday
4533,2023-01-09 08:30:51,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,8,1,0,Morning,Weekday
4711,2023-01-09 10:36:02,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,10,1,0,Morning,Weekday
5089,2023-01-10 08:06:30,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,8,1,1,Morning,Weekday
5750,2023-01-11 08:58:44,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,8,1,2,Morning,Weekday
5846,2023-01-11 10:20:34,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,10,1,2,Morning,Weekday
6090,2023-01-11 18:26:20,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,18,1,2,Evening,Weekday
6118,2023-01-11 19:57:07,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,19,1,2,Evening,Weekday
6182,2023-01-12 07:17:01,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,7,1,3,Morning,Weekday
6221,2023-01-12 07:59:45,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,7,1,3,Morning,Weekday
6893,2023-01-13 09:33:36,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,9,1,4,Morning,Weekend
7264,2023-01-13 19:41:38,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,19,1,4,Evening,Weekend
7464,2023-01-14 09:21:19,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,9,1,5,Morning,Weekend
7755,2023-01-14 16:11:16,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,16,1,5,Evening,Weekend
8089,2023-01-15 09:33:09,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,9,1,6,Morning,Weekday
8346,2023-01-15 13:46:14,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,13,1,6,Afternoon,Weekday
8379,2023-01-15 14:48:27,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,14,1,6,Afternoon,Weekday
8709,2023-01-16 08:49:56,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,8,1,0,Morning,Weekday
8867,2023-01-16 10:36:42,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,10,1,0,Morning,Weekday
9013,2023-01-16 14:35:49,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,14,1,0,Afternoon,Weekday
9014,2023-01-16 14:38:11,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,14,1,0,Afternoon,Weekday
9080,2023-01-16 17:09:31,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,17,1,0,Evening,Weekday
9614,2023-01-17 16:07:16,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,16,1,1,Evening,Weekday
9673,2023-01-17 19:43:33,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,19,1,1,Evening,Weekday
9929,2023-01-18 09:48:12,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,9,1,2,Morning,Weekday
10730,2023-01-19 13:46:14,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,13,1,3,Afternoon,Weekday
10755,2023-01-19 14:48:27,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,14,1,3,Afternoon,Weekday
10948,2023-01-20 08:08:18,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,8,1,4,Morning,Weekend
11303,2023-01-20 15:01:52,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,15,1,4,Afternoon,Weekend
11776,2023-01-21 10:19:25,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,10,1,5,Morning,Weekend
12008,2023-01-21 18:09:49,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Saturday,18,1,5,Evening,Weekend
12265,2023-01-22 10:44:15,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,10,1,6,Morning,Weekday
12480,2023-01-22 17:17:53,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,17,1,6,Evening,Weekday
12801,2023-01-23 10:41:35,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,10,1,0,Morning,Weekday
12907,2023-01-23 13:28:52,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,13,1,0,Afternoon,Weekday
13061,2023-01-23 17:40:27,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Monday,17,1,0,Evening,Weekday
13789,2023-01-25 07:35:51,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,7,1,2,Morning,Weekday
13805,2023-01-25 07:45:07,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,7,1,2,Morning,Weekday
14176,2023-01-25 15:36:38,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,15,1,2,Afternoon,Weekday
14190,2023-01-25 16:04:34,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Wednesday,16,1,2,Evening,Weekday
14448,2023-01-26 08:38:48,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,8,1,3,Morning,Weekday
14758,2023-01-26 15:48:59,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,15,1,3,Afternoon,Weekday
14774,2023-01-26 16:16:27,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Thursday,16,1,3,Evening,Weekday
15462,2023-01-27 19:43:47,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Friday,19,1,4,Evening,Weekend
15985,2023-01-29 08:44:06,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,8,1,6,Morning,Weekday
16210,2023-01-29 14:12:04,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,14,1,6,Afternoon,Weekday
16358,2023-01-29 18:08:50,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Sunday,18,1,6,Evening,Weekday
16939,2023-01-31 07:35:51,Astoria,1,3.0,3.0,Tea,Brewed Black tea,Large,January,Tuesday,7,1,1,Morning,Weekday
33824,2023-03-01 09:41:11,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Wednesday,9,3,2,Morning,Weekday
34367,2023-03-01 19:21:35,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Wednesday,19,3,2,Evening,Weekday
34413,2023-03-02 08:14:48,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Thursday,8,3,3,Morning,Weekday
34489,2023-03-02 10:24:59,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Thursday,10,3,3,Morning,Weekday
34840,2023-03-02 16:21:59,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Thursday,16,3,3,Evening,Weekday
35052,2023-03-02 19:46:02,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Thursday,19,3,3,Evening,Weekday
35058,2023-03-02 19:54:25,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Thursday,19,3,3,Evening,Weekday
35241,2023-03-03 11:44:14,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Friday,11,3,4,Morning,Weekend
35291,2023-03-03 12:28:05,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Friday,12,3,4,Afternoon,Weekend
35345,2023-03-03 13:26:01,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Friday,13,3,4,Afternoon,Weekend
35797,2023-03-04 08:18:33,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Saturday,8,3,5,Morning,Weekend
35798,2023-03-04 08:19:41,Hell's Kitchen,1,3.0,3.0,Tea,Brewed Black tea,Large,March,Saturday,8,3,5,Morning,Weekend
